race_id,snapshot_time,ticket_type,combination,odds,source
202311100610,2023-11-10 09:30:00,単勝,3,9.6,dummy
202311100610,2023-11-10 09:30:00,単勝,4,11.3,dummy
202311100610,2023-11-10 09:30:00,単勝,5,13.0,dummy
202311100610,2023-11-10 09:30:00,単勝,6,14.7,dummy
202311100610,2023-11-10 09:30:00,単勝,7,16.4,dummy
202311100610,2023-11-10 09:30:00,単勝,8,4.5,dummy
202311110611,2023-11-11 09:30:00,単勝,1,7.1,dummy
202311110611,2023-11-11 09:30:00,単勝,2,8.8,dummy
202311110611,2023-11-11 09:30:00,単勝,3,10.5,dummy
202311110611,2023-11-11 09:30:00,単勝,4,12.2,dummy
202311110611,2023-11-11 09:30:00,単勝,5,13.9,dummy
202311110611,2023-11-11 09:30:00,単勝,6,15.6,dummy
202311110611,2023-11-11 09:30:00,単勝,7,3.7,dummy
202311110611,2023-11-11 09:30:00,単勝,8,5.4,dummy
202311120612,2023-11-12 09:30:00,単勝,1,9.0,dummy
202311120612,2023-11-12 09:30:00,単勝,2,10.7,dummy
202311120612,2023-11-12 09:30:00,単勝,3,12.4,dummy
202311120612,2023-11-12 09:30:00,単勝,4,14.1,dummy
202311120612,2023-11-12 09:30:00,単勝,5,15.8,dummy
202311120612,2023-11-12 09:30:00,単勝,6,3.9,dummy
202311120612,2023-11-12 09:30:00,単勝,7,5.6,dummy
202311120612,2023-11-12 09:30:00,単勝,8,7.3,dummy
202311130601,2023-11-13 09:30:00,単勝,1,10.9,dummy
202311130601,2023-11-13 09:30:00,単勝,2,12.6,dummy
202311130601,2023-11-13 09:30:00,単勝,3,14.3,dummy
202311130601,2023-11-13 09:30:00,単勝,4,16.0,dummy
202311130601,2023-11-13 09:30:00,単勝,5,4.1,dummy
202311130601,2023-11-13 09:30:00,単勝,6,5.8,dummy
202311130601,2023-11-13 09:30:00,単勝,7,7.5,dummy
202311130601,2023-11-13 09:30:00,単勝,8,9.2,dummy
202311140602,2023-11-14 09:30:00,単勝,1,12.8,dummy
202311140602,2023-11-14 09:30:00,単勝,2,14.5,dummy
202311140602,2023-11-14 09:30:00,単勝,3,16.2,dummy
202311140602,2023-11-14 09:30:00,単勝,4,4.3,dummy
202311140602,2023-11-14 09:30:00,単勝,5,6.0,dummy
202311140602,2023-11-14 09:30:00,単勝,6,7.7,dummy
202311140602,2023-11-14 09:30:00,単勝,7,9.4,dummy
202311140602,2023-11-14 09:30:00,単勝,8,11.1,dummy
202311150603,2023-11-15 09:30:00,単勝,1,14.7,dummy
202311150603,2023-11-15 09:30:00,単勝,2,16.4,dummy
202311150603,2023-11-15 09:30:00,単勝,3,4.5,dummy
202311150603,2023-11-15 09:30:00,単勝,4,6.2,dummy
202311150603,2023-11-15 09:30:00,単勝,5,7.9,dummy
202311150603,2023-11-15 09:30:00,単勝,6,9.6,dummy
202311150603,2023-11-15 09:30:00,単勝,7,11.3,dummy
202311150603,2023-11-15 09:30:00,単勝,8,13.0,dummy
202311160604,2023-11-16 09:30:00,単勝,1,15.6,dummy
202311160604,2023-11-16 09:30:00,単勝,2,3.7,dummy
202311160604,2023-11-16 09:30:00,単勝,3,5.4,dummy
202311160604,2023-11-16 09:30:00,単勝,4,7.1,dummy
202311160604,2023-11-16 09:30:00,単勝,5,8.8,dummy
202311160604,2023-11-16 09:30:00,単勝,6,10.5,dummy
202311160604,2023-11-16 09:30:00,単勝,7,12.2,dummy
202311160604,2023-11-16 09:30:00,単勝,8,13.9,dummy
202311170605,2023-11-17 09:30:00,単勝,1,3.9,dummy
202311170605,2023-11-17 09:30:00,単勝,2,5.6,dummy
202311170605,2023-11-17 09:30:00,単勝,3,7.3,dummy
202311170605,2023-11-17 09:30:00,単勝,4,9.0,dummy
202311170605,2023-11-17 09:30:00,単勝,5,10.7,dummy
202311170605,2023-11-17 09:30:00,単勝,6,12.4,dummy
202311170605,2023-11-17 09:30:00,単勝,7,14.1,dummy
202311170605,2023-11-17 09:30:00,単勝,8,15.8,dummy
202311180606,2023-11-18 09:30:00,単勝,1,5.8,dummy
202311180606,2023-11-18 09:30:00,単勝,2,7.5,dummy
202311180606,2023-11-18 09:30:00,単勝,3,9.2,dummy
202311180606,2023-11-18 09:30:00,単勝,4,10.9,dummy
202311180606,2023-11-18 09:30:00,単勝,5,12.6,dummy
202311180606,2023-11-18 09:30:00,単勝,6,14.3,dummy
202311180606,2023-11-18 09:30:00,単勝,7,16.0,dummy
202311180606,2023-11-18 09:30:00,単勝,8,4.1,dummy
202311190607,2023-11-19 09:30:00,単勝,1,7.7,dummy
202311190607,2023-11-19 09:30:00,単勝,2,9.4,dummy
202311190607,2023-11-19 09:30:00,単勝,3,11.1,dummy
202311190607,2023-11-19 09:30:00,単勝,4,12.8,dummy
202311190607,2023-11-19 09:30:00,単勝,5,14.5,dummy
202311190607,2023-11-19 09:30:00,単勝,6,16.2,dummy
202311190607,2023-11-19 09:30:00,単勝,7,4.3,dummy
202311190607,2023-11-19 09:30:00,単勝,8,6.0,dummy
202311200608,2023-11-20 09:30:00,単勝,1,9.6,dummy
202311200608,2023-11-20 09:30:00,単勝,2,11.3,dummy
202311200608,2023-11-20 09:30:00,単勝,3,13.0,dummy
202311200608,2023-11-20 09:30:00,単勝,4,14.7,dummy
202311200608,2023-11-20 09:30:00,単勝,5,16.4,dummy
202311200608,2023-11-20 09:30:00,単勝,6,4.5,dummy
202311200608,2023-11-20 09:30:00,単勝,7,6.2,dummy
202311200608,2023-11-20 09:30:00,単勝,8,7.9,dummy
202311210609,2023-11-21 09:30:00,単勝,1,10.5,dummy
202311210609,2023-11-21 09:30:00,単勝,2,12.2,dummy
202311210609,2023-11-21 09:30:00,単勝,3,13.9,dummy
202311210609,2023-11-21 09:30:00,単勝,4,15.6,dummy
202311210609,2023-11-21 09:30:00,単勝,5,3.7,dummy
202311210609,2023-11-21 09:30:00,単勝,6,5.4,dummy
202311210609,2023-11-21 09:30:00,単勝,7,7.1,dummy
202311210609,2023-11-21 09:30:00,単勝,8,8.8,dummy
202311220610,2023-11-22 09:30:00,単勝,1,12.4,dummy
202311220610,2023-11-22 09:30:00,単勝,2,14.1,dummy
202311220610,2023-11-22 09:30:00,単勝,3,15.8,dummy
202311220610,2023-11-22 09:30:00,単勝,4,3.9,dummy
202311220610,2023-11-22 09:30:00,単勝,5,5.6,dummy
202311220610,2023-11-22 09:30:00,単勝,6,7.3,dummy
202311220610,2023-11-22 09:30:00,単勝,7,9.0,dummy
202311220610,2023-11-22 09:30:00,単勝,8,10.7,dummy
202311230611,2023-11-23 09:30:00,単勝,1,14.3,dummy
202311230611,2023-11-23 09:30:00,単勝,2,16.0,dummy
202311230611,2023-11-23 09:30:00,単勝,3,4.1,dummy
202311230611,2023-11-23 09:30:00,単勝,4,5.8,dummy
202311230611,2023-11-23 09:30:00,単勝,5,7.5,dummy
202311230611,2023-11-23 09:30:00,単勝,6,9.2,dummy
202311230611,2023-11-23 09:30:00,単勝,7,10.9,dummy
202311230611,2023-11-23 09:30:00,単勝,8,12.6,dummy
202311240612,2023-11-24 09:30:00,単勝,1,16.2,dummy
202311240612,2023-11-24 09:30:00,単勝,2,4.3,dummy
202311240612,2023-11-24 09:30:00,単勝,3,6.0,dummy
202311240612,2023-11-24 09:30:00,単勝,4,7.7,dummy
202311240612,2023-11-24 09:30:00,単勝,5,9.4,dummy
202311240612,2023-11-24 09:30:00,単勝,6,11.1,dummy
202311240612,2023-11-24 09:30:00,単勝,7,12.8,dummy
202311240612,2023-11-24 09:30:00,単勝,8,14.5,dummy
202311250601,2023-11-25 09:30:00,単勝,1,4.5,dummy
202311250601,2023-11-25 09:30:00,単勝,2,6.2,dummy
202311250601,2023-11-25 09:30:00,単勝,3,7.9,dummy
202311250601,2023-11-25 09:30:00,単勝,4,9.6,dummy
202311250601,2023-11-25 09:30:00,単勝,5,11.3,dummy
202311250601,2023-11-25 09:30:00,単勝,6,13.0,dummy
202311250601,2023-11-25 09:30:00,単勝,7,14.7,dummy
202311250601,2023-11-25 09:30:00,単勝,8,16.4,dummy
202311260602,2023-11-26 09:30:00,単勝,1,5.4,dummy
202311260602,2023-11-26 09:30:00,単勝,2,7.1,dummy
202311260602,2023-11-26 09:30:00,単勝,3,8.8,dummy
202311260602,2023-11-26 09:30:00,単勝,4,10.5,dummy
202311260602,2023-11-26 09:30:00,単勝,5,12.2,dummy
202311260602,2023-11-26 09:30:00,単勝,6,13.9,dummy
202311260602,2023-11-26 09:30:00,単勝,7,15.6,dummy
202311260602,2023-11-26 09:30:00,単勝,8,3.7,dummy
202311270603,2023-11-27 09:30:00,単勝,1,7.3,dummy
202311270603,2023-11-27 09:30:00,単勝,2,9.0,dummy
202311270603,2023-11-27 09:30:00,単勝,3,10.7,dummy
202311270603,2023-11-27 09:30:00,単勝,4,12.4,dummy
202311270603,2023-11-27 09:30:00,単勝,5,14.1,dummy
202311270603,2023-11-27 09:30:00,単勝,6,15.8,dummy
202311270603,2023-11-27 09:30:00,単勝,7,3.9,dummy
202311270603,2023-11-27 09:30:00,単勝,8,5.6,dummy
202311280604,2023-11-28 09:30:00,単勝,1,9.2,dummy
202311280604,2023-11-28 09:30:00,単勝,2,10.9,dummy
202311280604,2023-11-28 09:30:00,単勝,3,12.6,dummy
202311280604,2023-11-28 09:30:00,単勝,4,14.3,dummy
202311280604,2023-11-28 09:30:00,単勝,5,16.0,dummy
202311280604,2023-11-28 09:30:00,単勝,6,4.1,dummy
202311280604,2023-11-28 09:30:00,単勝,7,5.8,dummy
202311280604,2023-11-28 09:30:00,単勝,8,7.5,dummy
202311290605,2023-11-29 09:30:00,単勝,1,11.1,dummy
202311290605,2023-11-29 09:30:00,単勝,2,12.8,dummy
202311290605,2023-11-29 09:30:00,単勝,3,14.5,dummy
202311290605,2023-11-29 09:30:00,単勝,4,16.2,dummy
202311290605,2023-11-29 09:30:00,単勝,5,4.3,dummy
202311290605,2023-11-29 09:30:00,単勝,6,6.0,dummy
202311290605,2023-11-29 09:30:00,単勝,7,7.7,dummy
202311290605,2023-11-29 09:30:00,単勝,8,9.4,dummy
202311300606,2023-11-30 09:30:00,単勝,1,13.0,dummy
202311300606,2023-11-30 09:30:00,単勝,2,14.7,dummy
202311300606,2023-11-30 09:30:00,単勝,3,16.4,dummy
202311300606,2023-11-30 09:30:00,単勝,4,4.5,dummy
202311300606,2023-11-30 09:30:00,単勝,5,6.2,dummy
202311300606,2023-11-30 09:30:00,単勝,6,7.9,dummy
202311300606,2023-11-30 09:30:00,単勝,7,9.6,dummy
202311300606,2023-11-30 09:30:00,単勝,8,11.3,dummy
202312010607,2023-12-01 09:30:00,単勝,1,13.9,dummy
202312010607,2023-12-01 09:30:00,単勝,2,15.6,dummy
202312010607,2023-12-01 09:30:00,単勝,3,3.7,dummy
202312010607,2023-12-01 09:30:00,単勝,4,5.4,dummy
202312010607,2023-12-01 09:30:00,単勝,5,7.1,dummy
202312010607,2023-12-01 09:30:00,単勝,6,8.8,dummy
202312010607,2023-12-01 09:30:00,単勝,7,10.5,dummy
202312010607,2023-12-01 09:30:00,単勝,8,12.2,dummy
202312020608,2023-12-02 09:30:00,単勝,1,15.8,dummy
202312020608,2023-12-02 09:30:00,単勝,2,3.9,dummy
202312020608,2023-12-02 09:30:00,単勝,3,5.6,dummy
202312020608,2023-12-02 09:30:00,単勝,4,7.3,dummy
202312020608,2023-12-02 09:30:00,単勝,5,9.0,dummy
202312020608,2023-12-02 09:30:00,単勝,6,10.7,dummy
202312020608,2023-12-02 09:30:00,単勝,7,12.4,dummy
202312020608,2023-12-02 09:30:00,単勝,8,14.1,dummy
202312030609,2023-12-03 09:30:00,単勝,1,4.1,dummy
202312030609,2023-12-03 09:30:00,単勝,2,5.8,dummy
202312030609,2023-12-03 09:30:00,単勝,3,7.5,dummy
202312030609,2023-12-03 09:30:00,単勝,4,9.2,dummy
202312030609,2023-12-03 09:30:00,単勝,5,10.9,dummy
202312030609,2023-12-03 09:30:00,単勝,6,12.6,dummy
202312030609,2023-12-03 09:30:00,単勝,7,14.3,dummy
202312030609,2023-12-03 09:30:00,単勝,8,16.0,dummy
202312040610,2023-12-04 09:30:00,単勝,1,6.0,dummy
202312040610,2023-12-04 09:30:00,単勝,2,7.7,dummy
202312040610,2023-12-04 09:30:00,単勝,3,9.4,dummy
202312040610,2023-12-04 09:30:00,単勝,4,11.1,dummy
202312040610,2023-12-04 09:30:00,単勝,5,12.8,dummy
202312040610,2023-12-04 09:30:00,単勝,6,14.5,dummy
202312040610,2023-12-04 09:30:00,単勝,7,16.2,dummy
202312040610,2023-12-04 09:30:00,単勝,8,4.3,dummy
202312050611,2023-12-05 09:30:00,単勝,1,7.9,dummy
202312050611,2023-12-05 09:30:00,単勝,2,9.6,dummy
202312050611,2023-12-05 09:30:00,単勝,3,11.3,dummy
202312050611,2023-12-05 09:30:00,単勝,4,13.0,dummy
202312050611,2023-12-05 09:30:00,単勝,5,14.7,dummy
202312050611,2023-12-05 09:30:00,単勝,6,16.4,dummy
202312050611,2023-12-05 09:30:00,単勝,7,4.5,dummy
202312050611,2023-12-05 09:30:00,単勝,8,6.2,dummy
202312060612,2023-12-06 09:30:00,単勝,1,8.8,dummy
202312060612,2023-12-06 09:30:00,単勝,2,10.5,dummy
202312060612,2023-12-06 09:30:00,単勝,3,12.2,dummy
202312060612,2023-12-06 09:30:00,単勝,4,13.9,dummy
202312060612,2023-12-06 09:30:00,単勝,5,15.6,dummy
202312060612,2023-12-06 09:30:00,単勝,6,3.7,dummy
202312060612,2023-12-06 09:30:00,単勝,7,5.4,dummy
202312060612,2023-12-06 09:30:00,単勝,8,7.1,dummy
202312070601,2023-12-07 09:30:00,単勝,1,10.7,dummy
202312070601,2023-12-07 09:30:00,単勝,2,12.4,dummy
202312070601,2023-12-07 09:30:00,単勝,3,14.1,dummy
202312070601,2023-12-07 09:30:00,単勝,4,15.8,dummy
202312070601,2023-12-07 09:30:00,単勝,5,3.9,dummy
202312070601,2023-12-07 09:30:00,単勝,6,5.6,dummy
202312070601,2023-12-07 09:30:00,単勝,7,7.3,dummy
202312070601,2023-12-07 09:30:00,単勝,8,9.0,dummy
202312080602,2023-12-08 09:30:00,単勝,1,12.6,dummy
202312080602,2023-12-08 09:30:00,単勝,2,14.3,dummy
202312080602,2023-12-08 09:30:00,単勝,3,16.0,dummy
202312080602,2023-12-08 09:30:00,単勝,4,4.1,dummy
202312080602,2023-12-08 09:30:00,単勝,5,5.8,dummy
202312080602,2023-12-08 09:30:00,単勝,6,7.5,dummy
202312080602,2023-12-08 09:30:00,単勝,7,9.2,dummy
202312080602,2023-12-08 09:30:00,単勝,8,10.9,dummy
202312090603,2023-12-09 09:30:00,単勝,1,14.5,dummy
202312090603,2023-12-09 09:30:00,単勝,2,16.2,dummy
202312090603,2023-12-09 09:30:00,単勝,3,4.3,dummy
202312090603,2023-12-09 09:30:00,単勝,4,6.0,dummy
202312090603,2023-12-09 09:30:00,単勝,5,7.7,dummy
202312090603,2023-12-09 09:30:00,単勝,6,9.4,dummy
202312090603,2023-12-09 09:30:00,単勝,7,11.1,dummy
202312090603,2023-12-09 09:30:00,単勝,8,12.8,dummy
202312100604,2023-12-10 09:30:00,単勝,1,16.4,dummy
202312100604,2023-12-10 09:30:00,単勝,2,4.5,dummy
202312100604,2023-12-10 09:30:00,単勝,3,6.2,dummy
202312100604,2023-12-10 09:30:00,単勝,4,7.9,dummy
202312100604,2023-12-10 09:30:00,単勝,5,9.6,dummy
202312100604,2023-12-10 09:30:00,単勝,6,11.3,dummy
202312100604,2023-12-10 09:30:00,単勝,7,13.0,dummy
202312100604,2023-12-10 09:30:00,単勝,8,14.7,dummy
202312110605,2023-12-11 09:30:00,単勝,1,3.7,dummy
202312110605,2023-12-11 09:30:00,単勝,2,5.4,dummy
202312110605,2023-12-11 09:30:00,単勝,3,7.1,dummy
202312110605,2023-12-11 09:30:00,単勝,4,8.8,dummy
202312110605,2023-12-11 09:30:00,単勝,5,10.5,dummy
202312110605,2023-12-11 09:30:00,単勝,6,12.2,dummy
202312110605,2023-12-11 09:30:00,単勝,7,13.9,dummy
202312110605,2023-12-11 09:30:00,単勝,8,15.6,dummy
202312120606,2023-12-12 09:30:00,単勝,1,5.6,dummy
202312120606,2023-12-12 09:30:00,単勝,2,7.3,dummy
202312120606,2023-12-12 09:30:00,単勝,3,9.0,dummy
202312120606,2023-12-12 09:30:00,単勝,4,10.7,dummy
202312120606,2023-12-12 09:30:00,単勝,5,12.4,dummy
202312120606,2023-12-12 09:30:00,単勝,6,14.1,dummy
202312120606,2023-12-12 09:30:00,単勝,7,15.8,dummy
202312120606,2023-12-12 09:30:00,単勝,8,3.9,dummy
202312130607,2023-12-13 09:30:00,単勝,1,7.5,dummy
202312130607,2023-12-13 09:30:00,単勝,2,9.2,dummy
202312130607,2023-12-13 09:30:00,単勝,3,10.9,dummy
202312130607,2023-12-13 09:30:00,単勝,4,12.6,dummy
202312130607,2023-12-13 09:30:00,単勝,5,14.3,dummy
202312130607,2023-12-13 09:30:00,単勝,6,16.0,dummy
202312130607,2023-12-13 09:30:00,単勝,7,4.1,dummy
202312130607,2023-12-13 09:30:00,単勝,8,5.8,dummy
202312140608,2023-12-14 09:30:00,単勝,1,9.4,dummy
202312140608,2023-12-14 09:30:00,単勝,2,11.1,dummy
202312140608,2023-12-14 09:30:00,単勝,3,12.8,dummy
202312140608,2023-12-14 09:30:00,単勝,4,14.5,dummy
202312140608,2023-12-14 09:30:00,単勝,5,16.2,dummy
202312140608,2023-12-14 09:30:00,単勝,6,4.3,dummy
202312140608,2023-12-14 09:30:00,単勝,7,6.0,dummy
202312140608,2023-12-14 09:30:00,単勝,8,7.7,dummy
202312150609,2023-12-15 09:30:00,単勝,1,11.3,dummy
202312150609,2023-12-15 09:30:00,単勝,2,13.0,dummy
202312150609,2023-12-15 09:30:00,単勝,3,14.7,dummy
202312150609,2023-12-15 09:30:00,単勝,4,16.4,dummy
202312150609,2023-12-15 09:30:00,単勝,5,4.5,dummy
202312150609,2023-12-15 09:30:00,単勝,6,6.2,dummy
202312150609,2023-12-15 09:30:00,単勝,7,7.9,dummy
202312150609,2023-12-15 09:30:00,単勝,8,9.6,dummy
202312160610,2023-12-16 09:30:00,単勝,1,12.2,dummy
202312160610,2023-12-16 09:30:00,単勝,2,13.9,dummy
202312160610,2023-12-16 09:30:00,単勝,3,15.6,dummy
202312160610,2023-12-16 09:30:00,単勝,4,3.7,dummy
202312160610,2023-12-16 09:30:00,単勝,5,5.4,dummy
202312160610,2023-12-16 09:30:00,単勝,6,7.1,dummy
202312160610,2023-12-16 09:30:00,単勝,7,8.8,dummy
202312160610,2023-12-16 09:30:00,単勝,8,10.5,dummy
202312170611,2023-12-17 09:30:00,単勝,1,14.1,dummy
202312170611,2023-12-17 09:30:00,単勝,2,15.8,dummy
202312170611,2023-12-17 09:30:00,単勝,3,3.9,dummy
202312170611,2023-12-17 09:30:00,単勝,4,5.6,dummy
202312170611,2023-12-17 09:30:00,単勝,5,7.3,dummy
202312170611,2023-12-17 09:30:00,単勝,6,9.0,dummy
202312170611,2023-12-17 09:30:00,単勝,7,10.7,dummy
202312170611,2023-12-17 09:30:00,単勝,8,12.4,dummy
202312180612,2023-12-18 09:30:00,単勝,1,16.0,dummy
202312180612,2023-12-18 09:30:00,単勝,2,4.1,dummy
202312180612,2023-12-18 09:30:00,単勝,3,5.8,dummy
202312180612,2023-12-18 09:30:00,単勝,4,7.5,dummy
202312180612,2023-12-18 09:30:00,単勝,5,9.2,dummy
202312180612,2023-12-18 09:30:00,単勝,6,10.9,dummy
202312180612,2023-12-18 09:30:00,単勝,7,12.6,dummy
202312180612,2023-12-18 09:30:00,単勝,8,14.3,dummy
202312190601,2023-12-19 09:30:00,単勝,1,4.3,dummy
202312190601,2023-12-19 09:30:00,単勝,2,6.0,dummy
202312190601,2023-12-19 09:30:00,単勝,3,7.7,dummy
202312190601,2023-12-19 09:30:00,単勝,4,9.4,dummy
202312190601,2023-12-19 09:30:00,単勝,5,11.1,dummy
202312190601,2023-12-19 09:30:00,単勝,6,12.8,dummy
202312190601,2023-12-19 09:30:00,単勝,7,14.5,dummy
202312190601,2023-12-19 09:30:00,単勝,8,16.2,dummy
202312200602,2023-12-20 09:30:00,単勝,1,6.2,dummy
202312200602,2023-12-20 09:30:00,単勝,2,7.9,dummy
202312200602,2023-12-20 09:30:00,単勝,3,9.6,dummy
202312200602,2023-12-20 09:30:00,単勝,4,11.3,dummy
202312200602,2023-12-20 09:30:00,単勝,5,13.0,dummy
202312200602,2023-12-20 09:30:00,単勝,6,14.7,dummy
202312200602,2023-12-20 09:30:00,単勝,7,16.4,dummy
202312200602,2023-12-20 09:30:00,単勝,8,4.5,dummy
