race_id,horse_id,horse_name,horse_no,frame_no,jockey_id,jockey_name,trainer_id,trainer_name,horse_age,horse_sex,weight_carried,body_weight,body_weight_diff,odds_win,odds_place_min,odds_place_max,popularity,source
202311050605,H000005,コアメモリー,5,5,J001,田中太郎,T005,小林厩舎,7,牝,56.0,486,-1,4.5,1.4,2.0,1,dummy
202311050605,H000006,パーケットロード,6,6,J002,鈴木花子,T006,加藤厩舎,3,牡,57.0,494,0,6.2,1.6,2.4,2,dummy
202311050605,H000007,プレースラベル,7,7,J003,高橋次郎,T007,斎藤厩舎,4,セ,58.0,502,1,7.9,1.9,2.3,3,dummy
202311050605,H000008,フューチャーライン,8,8,J004,中村一郎,T008,森厩舎,5,牝,55.0,510,2,9.6,2.1,2.7,4,dummy
202311060606,H000001,サンプルスター,1,1,J006,山本光,T001,山田厩舎,4,牡,56.0,456,3,12.2,2.6,3.0,6,dummy
202311060606,H000002,テストランナー,2,2,J007,佐々木誠,T002,佐藤厩舎,5,牝,57.0,464,-3,13.9,2.9,3.5,7,dummy
202311060606,H000003,ダミーブレイブ,3,3,J008,井上遥,T003,高橋厩舎,6,牡,58.0,472,-2,15.6,3.1,3.9,8,dummy
202311060606,H000004,ヒストリーゲイト,4,4,J001,田中太郎,T004,伊藤厩舎,7,牡,55.0,480,-1,3.7,1.4,2.0,1,dummy
202311060606,H000005,コアメモリー,5,5,J002,鈴木花子,T005,小林厩舎,3,牝,56.0,488,0,5.4,1.6,2.4,2,dummy
202311060606,H000006,パーケットロード,6,6,J003,高橋次郎,T006,加藤厩舎,4,牡,57.0,496,1,7.1,1.9,2.3,3,dummy
202311060606,H000007,プレースラベル,7,7,J004,中村一郎,T007,斎藤厩舎,5,セ,58.0,504,2,8.8,2.1,2.7,4,dummy
202311060606,H000008,フューチャーライン,8,8,J005,木村葵,T008,森厩舎,6,牝,55.0,512,3,10.5,2.4,3.2,5,dummy
202311070607,H000001,サンプルスター,1,1,J007,佐々木誠,T001,山田厩舎,5,牡,56.0,458,-3,14.1,2.9,3.5,7,dummy
202311070607,H000002,テストランナー,2,2,J008,井上遥,T002,佐藤厩舎,6,牝,57.0,466,-2,15.8,3.1,3.9,8,dummy
202311070607,H000003,ダミーブレイブ,3,3,J001,田中太郎,T003,高橋厩舎,7,牡,58.0,474,-1,3.9,1.4,2.0,1,dummy
202311070607,H000004,ヒストリーゲイト,4,4,J002,鈴木花子,T004,伊藤厩舎,3,牡,55.0,482,0,5.6,1.6,2.4,2,dummy
202311070607,H000005,コアメモリー,5,5,J003,高橋次郎,T005,小林厩舎,4,牝,56.0,490,1,7.3,1.9,2.3,3,dummy
202311070607,H000006,パーケットロード,6,6,J004,中村一郎,T006,加藤厩舎,5,牡,57.0,498,2,9.0,2.1,2.7,4,dummy
202311070607,H000007,プレースラベル,7,7,J005,木村葵,T007,斎藤厩舎,6,セ,58.0,506,3,10.7,2.4,3.2,5,dummy
202311070607,H000008,フューチャーライン,8,8,J006,山本光,T008,森厩舎,7,牝,55.0,514,-3,12.4,2.6,3.0,6,dummy
202311080608,H000001,サンプルスター,1,1,J008,井上遥,T001,山田厩舎,6,牡,56.0,446,-2,16.0,3.1,3.9,8,dummy
202311080608,H000002,テストランナー,2,2,J001,田中太郎,T002,佐藤厩舎,7,牝,57.0,454,-1,4.1,1.4,2.0,1,dummy
202311080608,H000003,ダミーブレイブ,3,3,J002,鈴木花子,T003,高橋厩舎,3,牡,58.0,462,0,5.8,1.6,2.4,2,dummy
202311080608,H000004,ヒストリーゲイト,4,4,J003,高橋次郎,T004,伊藤厩舎,4,牡,55.0,470,1,7.5,1.9,2.3,3,dummy
202311080608,H000005,コアメモリー,5,5,J004,中村一郎,T005,小林厩舎,5,牝,56.0,478,2,9.2,2.1,2.7,4,dummy
202311080608,H000006,パーケットロード,6,6,J005,木村葵,T006,加藤厩舎,6,牡,57.0,486,3,10.9,2.4,3.2,5,dummy
202311080608,H000007,プレースラベル,7,7,J006,山本光,T007,斎藤厩舎,7,セ,58.0,494,-3,12.6,2.6,3.0,6,dummy
202311080608,H000008,フューチャーライン,8,8,J007,佐々木誠,T008,森厩舎,3,牝,55.0,502,-2,14.3,2.9,3.5,7,dummy
202311090609,H000001,サンプルスター,1,1,J001,田中太郎,T001,山田厩舎,7,牡,56.0,448,-1,4.3,1.4,2.0,1,dummy
202311090609,H000002,テストランナー,2,2,J002,鈴木花子,T002,佐藤厩舎,3,牝,57.0,456,0,6.0,1.6,2.4,2,dummy
202311090609,H000003,ダミーブレイブ,3,3,J003,高橋次郎,T003,高橋厩舎,4,牡,58.0,464,1,7.7,1.9,2.3,3,dummy
202311090609,H000004,ヒストリーゲイト,4,4,J004,中村一郎,T004,伊藤厩舎,5,牡,55.0,472,2,9.4,2.1,2.7,4,dummy
202311090609,H000005,コアメモリー,5,5,J005,木村葵,T005,小林厩舎,6,牝,56.0,480,3,11.1,2.4,3.2,5,dummy
202311090609,H000006,パーケットロード,6,6,J006,山本光,T006,加藤厩舎,7,牡,57.0,488,-3,12.8,2.6,3.0,6,dummy
202311090609,H000007,プレースラベル,7,7,J007,佐々木誠,T007,斎藤厩舎,3,セ,58.0,496,-2,14.5,2.9,3.5,7,dummy
202311090609,H000008,フューチャーライン,8,8,J008,井上遥,T008,森厩舎,4,牝,55.0,504,-1,16.2,3.1,3.9,8,dummy
202311100610,H000001,サンプルスター,1,1,J002,鈴木花子,T001,山田厩舎,3,牡,56.0,450,0,6.2,1.6,2.4,2,dummy
202311100610,H000002,テストランナー,2,2,J003,高橋次郎,T002,佐藤厩舎,4,牝,57.0,458,1,7.9,1.9,2.3,3,dummy
202311100610,H000003,ダミーブレイブ,3,3,J004,中村一郎,T003,高橋厩舎,5,牡,58.0,466,2,9.6,2.1,2.7,4,dummy
202311100610,H000004,ヒストリーゲイト,4,4,J005,木村葵,T004,伊藤厩舎,6,牡,55.0,474,3,11.3,2.4,3.2,5,dummy
202311100610,H000005,コアメモリー,5,5,J006,山本光,T005,小林厩舎,7,牝,56.0,482,-3,13.0,2.6,3.0,6,dummy
202311100610,H000006,パーケットロード,6,6,J007,佐々木誠,T006,加藤厩舎,3,牡,57.0,490,-2,14.7,2.9,3.5,7,dummy
202311100610,H000007,プレースラベル,7,7,J008,井上遥,T007,斎藤厩舎,4,セ,58.0,498,-1,16.4,3.1,3.9,8,dummy
202311100610,H000008,フューチャーライン,8,8,J001,田中太郎,T008,森厩舎,5,牝,55.0,506,0,4.5,1.4,2.0,1,dummy
202311110611,H000001,サンプルスター,1,1,J003,高橋次郎,T001,山田厩舎,4,牡,56.0,452,1,7.1,1.9,2.3,3,dummy
202311110611,H000002,テストランナー,2,2,J004,中村一郎,T002,佐藤厩舎,5,牝,57.0,460,2,8.8,2.1,2.7,4,dummy
202311110611,H000003,ダミーブレイブ,3,3,J005,木村葵,T003,高橋厩舎,6,牡,58.0,468,3,10.5,2.4,3.2,5,dummy
202311110611,H000004,ヒストリーゲイト,4,4,J006,山本光,T004,伊藤厩舎,7,牡,55.0,476,-3,12.2,2.6,3.0,6,dummy
202311110611,H000005,コアメモリー,5,5,J007,佐々木誠,T005,小林厩舎,3,牝,56.0,484,-2,13.9,2.9,3.5,7,dummy
202311110611,H000006,パーケットロード,6,6,J008,井上遥,T006,加藤厩舎,4,牡,57.0,492,-1,15.6,3.1,3.9,8,dummy
202311110611,H000007,プレースラベル,7,7,J001,田中太郎,T007,斎藤厩舎,5,セ,58.0,500,0,3.7,1.4,2.0,1,dummy
202311110611,H000008,フューチャーライン,8,8,J002,鈴木花子,T008,森厩舎,6,牝,55.0,508,1,5.4,1.6,2.4,2,dummy
202311120612,H000001,サンプルスター,1,1,J004,中村一郎,T001,山田厩舎,5,牡,56.0,454,2,9.0,2.1,2.7,4,dummy
202311120612,H000002,テストランナー,2,2,J005,木村葵,T002,佐藤厩舎,6,牝,57.0,462,3,10.7,2.4,3.2,5,dummy
202311120612,H000003,ダミーブレイブ,3,3,J006,山本光,T003,高橋厩舎,7,牡,58.0,470,-3,12.4,2.6,3.0,6,dummy
202311120612,H000004,ヒストリーゲイト,4,4,J007,佐々木誠,T004,伊藤厩舎,3,牡,55.0,478,-2,14.1,2.9,3.5,7,dummy
202311120612,H000005,コアメモリー,5,5,J008,井上遥,T005,小林厩舎,4,牝,56.0,486,-1,15.8,3.1,3.9,8,dummy
202311120612,H000006,パーケットロード,6,6,J001,田中太郎,T006,加藤厩舎,5,牡,57.0,494,0,3.9,1.4,2.0,1,dummy
202311120612,H000007,プレースラベル,7,7,J002,鈴木花子,T007,斎藤厩舎,6,セ,58.0,502,1,5.6,1.6,2.4,2,dummy
202311120612,H000008,フューチャーライン,8,8,J003,高橋次郎,T008,森厩舎,7,牝,55.0,510,2,7.3,1.9,2.3,3,dummy
202311130601,H000001,サンプルスター,1,1,J005,木村葵,T001,山田厩舎,6,牡,56.0,456,3,10.9,2.4,3.2,5,dummy
202311130601,H000002,テストランナー,2,2,J006,山本光,T002,佐藤厩舎,7,牝,57.0,464,-3,12.6,2.6,3.0,6,dummy
202311130601,H000003,ダミーブレイブ,3,3,J007,佐々木誠,T003,高橋厩舎,3,牡,58.0,472,-2,14.3,2.9,3.5,7,dummy
202311130601,H000004,ヒストリーゲイト,4,4,J008,井上遥,T004,伊藤厩舎,4,牡,55.0,480,-1,16.0,3.1,3.9,8,dummy
202311130601,H000005,コアメモリー,5,5,J001,田中太郎,T005,小林厩舎,5,牝,56.0,488,0,4.1,1.4,2.0,1,dummy
202311130601,H000006,パーケットロード,6,6,J002,鈴木花子,T006,加藤厩舎,6,牡,57.0,496,1,5.8,1.6,2.4,2,dummy
202311130601,H000007,プレースラベル,7,7,J003,高橋次郎,T007,斎藤厩舎,7,セ,58.0,504,2,7.5,1.9,2.3,3,dummy
202311130601,H000008,フューチャーライン,8,8,J004,中村一郎,T008,森厩舎,3,牝,55.0,512,3,9.2,2.1,2.7,4,dummy
202311140602,H000001,サンプルスター,1,1,J006,山本光,T001,山田厩舎,7,牡,56.0,458,-3,12.8,2.6,3.0,6,dummy
202311140602,H000002,テストランナー,2,2,J007,佐々木誠,T002,佐藤厩舎,3,牝,57.0,466,-2,14.5,2.9,3.5,7,dummy
202311140602,H000003,ダミーブレイブ,3,3,J008,井上遥,T003,高橋厩舎,4,牡,58.0,474,-1,16.2,3.1,3.9,8,dummy
202311140602,H000004,ヒストリーゲイト,4,4,J001,田中太郎,T004,伊藤厩舎,5,牡,55.0,482,0,4.3,1.4,2.0,1,dummy
202311140602,H000005,コアメモリー,5,5,J002,鈴木花子,T005,小林厩舎,6,牝,56.0,490,1,6.0,1.6,2.4,2,dummy
202311140602,H000006,パーケットロード,6,6,J003,高橋次郎,T006,加藤厩舎,7,牡,57.0,498,2,7.7,1.9,2.3,3,dummy
202311140602,H000007,プレースラベル,7,7,J004,中村一郎,T007,斎藤厩舎,3,セ,58.0,506,3,9.4,2.1,2.7,4,dummy
202311140602,H000008,フューチャーライン,8,8,J005,木村葵,T008,森厩舎,4,牝,55.0,514,-3,11.1,2.4,3.2,5,dummy
202311150603,H000001,サンプルスター,1,1,J007,佐々木誠,T001,山田厩舎,3,牡,56.0,446,-2,14.7,2.9,3.5,7,dummy
202311150603,H000002,テストランナー,2,2,J008,井上遥,T002,佐藤厩舎,4,牝,57.0,454,-1,16.4,3.1,3.9,8,dummy
202311150603,H000003,ダミーブレイブ,3,3,J001,田中太郎,T003,高橋厩舎,5,牡,58.0,462,0,4.5,1.4,2.0,1,dummy
202311150603,H000004,ヒストリーゲイト,4,4,J002,鈴木花子,T004,伊藤厩舎,6,牡,55.0,470,1,6.2,1.6,2.4,2,dummy
202311150603,H000005,コアメモリー,5,5,J003,高橋次郎,T005,小林厩舎,7,牝,56.0,478,2,7.9,1.9,2.3,3,dummy
202311150603,H000006,パーケットロード,6,6,J004,中村一郎,T006,加藤厩舎,3,牡,57.0,486,3,9.6,2.1,2.7,4,dummy
202311150603,H000007,プレースラベル,7,7,J005,木村葵,T007,斎藤厩舎,4,セ,58.0,494,-3,11.3,2.4,3.2,5,dummy
202311150603,H000008,フューチャーライン,8,8,J006,山本光,T008,森厩舎,5,牝,55.0,502,-2,13.0,2.6,3.0,6,dummy
202311160604,H000001,サンプルスター,1,1,J008,井上遥,T001,山田厩舎,4,牡,56.0,448,-1,15.6,3.1,3.9,8,dummy
202311160604,H000002,テストランナー,2,2,J001,田中太郎,T002,佐藤厩舎,5,牝,57.0,456,0,3.7,1.4,2.0,1,dummy
202311160604,H000003,ダミーブレイブ,3,3,J002,鈴木花子,T003,高橋厩舎,6,牡,58.0,464,1,5.4,1.6,2.4,2,dummy
202311160604,H000004,ヒストリーゲイト,4,4,J003,高橋次郎,T004,伊藤厩舎,7,牡,55.0,472,2,7.1,1.9,2.3,3,dummy
202311160604,H000005,コアメモリー,5,5,J004,中村一郎,T005,小林厩舎,3,牝,56.0,480,3,8.8,2.1,2.7,4,dummy
202311160604,H000006,パーケットロード,6,6,J005,木村葵,T006,加藤厩舎,4,牡,57.0,488,-3,10.5,2.4,3.2,5,dummy
202311160604,H000007,プレースラベル,7,7,J006,山本光,T007,斎藤厩舎,5,セ,58.0,496,-2,12.2,2.6,3.0,6,dummy
202311160604,H000008,フューチャーライン,8,8,J007,佐々木誠,T008,森厩舎,6,牝,55.0,504,-1,13.9,2.9,3.5,7,dummy
202311170605,H000001,サンプルスター,1,1,J001,田中太郎,T001,山田厩舎,5,牡,56.0,450,0,3.9,1.4,2.0,1,dummy
202311170605,H000002,テストランナー,2,2,J002,鈴木花子,T002,佐藤厩舎,6,牝,57.0,458,1,5.6,1.6,2.4,2,dummy
202311170605,H000003,ダミーブレイブ,3,3,J003,高橋次郎,T003,高橋厩舎,7,牡,58.0,466,2,7.3,1.9,2.3,3,dummy
202311170605,H000004,ヒストリーゲイト,4,4,J004,中村一郎,T004,伊藤厩舎,3,牡,55.0,474,3,9.0,2.1,2.7,4,dummy
202311170605,H000005,コアメモリー,5,5,J005,木村葵,T005,小林厩舎,4,牝,56.0,482,-3,10.7,2.4,3.2,5,dummy
202311170605,H000006,パーケットロード,6,6,J006,山本光,T006,加藤厩舎,5,牡,57.0,490,-2,12.4,2.6,3.0,6,dummy
202311170605,H000007,プレースラベル,7,7,J007,佐々木誠,T007,斎藤厩舎,6,セ,58.0,498,-1,14.1,2.9,3.5,7,dummy
202311170605,H000008,フューチャーライン,8,8,J008,井上遥,T008,森厩舎,7,牝,55.0,506,0,15.8,3.1,3.9,8,dummy
202311180606,H000001,サンプルスター,1,1,J002,鈴木花子,T001,山田厩舎,6,牡,56.0,452,1,5.8,1.6,2.4,2,dummy
202311180606,H000002,テストランナー,2,2,J003,高橋次郎,T002,佐藤厩舎,7,牝,57.0,460,2,7.5,1.9,2.3,3,dummy
202311180606,H000003,ダミーブレイブ,3,3,J004,中村一郎,T003,高橋厩舎,3,牡,58.0,468,3,9.2,2.1,2.7,4,dummy
202311180606,H000004,ヒストリーゲイト,4,4,J005,木村葵,T004,伊藤厩舎,4,牡,55.0,476,-3,10.9,2.4,3.2,5,dummy
202311180606,H000005,コアメモリー,5,5,J006,山本光,T005,小林厩舎,5,牝,56.0,484,-2,12.6,2.6,3.0,6,dummy
202311180606,H000006,パーケットロード,6,6,J007,佐々木誠,T006,加藤厩舎,6,牡,57.0,492,-1,14.3,2.9,3.5,7,dummy
202311180606,H000007,プレースラベル,7,7,J008,井上遥,T007,斎藤厩舎,7,セ,58.0,500,0,16.0,3.1,3.9,8,dummy
202311180606,H000008,フューチャーライン,8,8,J001,田中太郎,T008,森厩舎,3,牝,55.0,508,1,4.1,1.4,2.0,1,dummy
202311190607,H000001,サンプルスター,1,1,J003,高橋次郎,T001,山田厩舎,7,牡,56.0,454,2,7.7,1.9,2.3,3,dummy
202311190607,H000002,テストランナー,2,2,J004,中村一郎,T002,佐藤厩舎,3,牝,57.0,462,3,9.4,2.1,2.7,4,dummy
202311190607,H000003,ダミーブレイブ,3,3,J005,木村葵,T003,高橋厩舎,4,牡,58.0,470,-3,11.1,2.4,3.2,5,dummy
202311190607,H000004,ヒストリーゲイト,4,4,J006,山本光,T004,伊藤厩舎,5,牡,55.0,478,-2,12.8,2.6,3.0,6,dummy
202311190607,H000005,コアメモリー,5,5,J007,佐々木誠,T005,小林厩舎,6,牝,56.0,486,-1,14.5,2.9,3.5,7,dummy
202311190607,H000006,パーケットロード,6,6,J008,井上遥,T006,加藤厩舎,7,牡,57.0,494,0,16.2,3.1,3.9,8,dummy
202311190607,H000007,プレースラベル,7,7,J001,田中太郎,T007,斎藤厩舎,3,セ,58.0,502,1,4.3,1.4,2.0,1,dummy
202311190607,H000008,フューチャーライン,8,8,J002,鈴木花子,T008,森厩舎,4,牝,55.0,510,2,6.0,1.6,2.4,2,dummy
202311200608,H000001,サンプルスター,1,1,J004,中村一郎,T001,山田厩舎,3,牡,56.0,456,3,9.6,2.1,2.7,4,dummy
202311200608,H000002,テストランナー,2,2,J005,木村葵,T002,佐藤厩舎,4,牝,57.0,464,-3,11.3,2.4,3.2,5,dummy
202311200608,H000003,ダミーブレイブ,3,3,J006,山本光,T003,高橋厩舎,5,牡,58.0,472,-2,13.0,2.6,3.0,6,dummy
202311200608,H000004,ヒストリーゲイト,4,4,J007,佐々木誠,T004,伊藤厩舎,6,牡,55.0,480,-1,14.7,2.9,3.5,7,dummy
202311200608,H000005,コアメモリー,5,5,J008,井上遥,T005,小林厩舎,7,牝,56.0,488,0,16.4,3.1,3.9,8,dummy
202311200608,H000006,パーケットロード,6,6,J001,田中太郎,T006,加藤厩舎,3,牡,57.0,496,1,4.5,1.4,2.0,1,dummy
202311200608,H000007,プレースラベル,7,7,J002,鈴木花子,T007,斎藤厩舎,4,セ,58.0,504,2,6.2,1.6,2.4,2,dummy
202311200608,H000008,フューチャーライン,8,8,J003,高橋次郎,T008,森厩舎,5,牝,55.0,512,3,7.9,1.9,2.3,3,dummy
202311210609,H000001,サンプルスター,1,1,J005,木村葵,T001,山田厩舎,4,牡,56.0,458,-3,10.5,2.4,3.2,5,dummy
202311210609,H000002,テストランナー,2,2,J006,山本光,T002,佐藤厩舎,5,牝,57.0,466,-2,12.2,2.6,3.0,6,dummy
202311210609,H000003,ダミーブレイブ,3,3,J007,佐々木誠,T003,高橋厩舎,6,牡,58.0,474,-1,13.9,2.9,3.5,7,dummy
202311210609,H000004,ヒストリーゲイト,4,4,J008,井上遥,T004,伊藤厩舎,7,牡,55.0,482,0,15.6,3.1,3.9,8,dummy
202311210609,H000005,コアメモリー,5,5,J001,田中太郎,T005,小林厩舎,3,牝,56.0,490,1,3.7,1.4,2.0,1,dummy
202311210609,H000006,パーケットロード,6,6,J002,鈴木花子,T006,加藤厩舎,4,牡,57.0,498,2,5.4,1.6,2.4,2,dummy
202311210609,H000007,プレースラベル,7,7,J003,高橋次郎,T007,斎藤厩舎,5,セ,58.0,506,3,7.1,1.9,2.3,3,dummy
202311210609,H000008,フューチャーライン,8,8,J004,中村一郎,T008,森厩舎,6,牝,55.0,514,-3,8.8,2.1,2.7,4,dummy
202311220610,H000001,サンプルスター,1,1,J006,山本光,T001,山田厩舎,5,牡,56.0,446,-2,12.4,2.6,3.0,6,dummy
202311220610,H000002,テストランナー,2,2,J007,佐々木誠,T002,佐藤厩舎,6,牝,57.0,454,-1,14.1,2.9,3.5,7,dummy
202311220610,H000003,ダミーブレイブ,3,3,J008,井上遥,T003,高橋厩舎,7,牡,58.0,462,0,15.8,3.1,3.9,8,dummy
202311220610,H000004,ヒストリーゲイト,4,4,J001,田中太郎,T004,伊藤厩舎,3,牡,55.0,470,1,3.9,1.4,2.0,1,dummy
202311220610,H000005,コアメモリー,5,5,J002,鈴木花子,T005,小林厩舎,4,牝,56.0,478,2,5.6,1.6,2.4,2,dummy
202311220610,H000006,パーケットロード,6,6,J003,高橋次郎,T006,加藤厩舎,5,牡,57.0,486,3,7.3,1.9,2.3,3,dummy
202311220610,H000007,プレースラベル,7,7,J004,中村一郎,T007,斎藤厩舎,6,セ,58.0,494,-3,9.0,2.1,2.7,4,dummy
202311220610,H000008,フューチャーライン,8,8,J005,木村葵,T008,森厩舎,7,牝,55.0,502,-2,10.7,2.4,3.2,5,dummy
202311230611,H000001,サンプルスター,1,1,J007,佐々木誠,T001,山田厩舎,6,牡,56.0,448,-1,14.3,2.9,3.5,7,dummy
202311230611,H000002,テストランナー,2,2,J008,井上遥,T002,佐藤厩舎,7,牝,57.0,456,0,16.0,3.1,3.9,8,dummy
202311230611,H000003,ダミーブレイブ,3,3,J001,田中太郎,T003,高橋厩舎,3,牡,58.0,464,1,4.1,1.4,2.0,1,dummy
202311230611,H000004,ヒストリーゲイト,4,4,J002,鈴木花子,T004,伊藤厩舎,4,牡,55.0,472,2,5.8,1.6,2.4,2,dummy
202311230611,H000005,コアメモリー,5,5,J003,高橋次郎,T005,小林厩舎,5,牝,56.0,480,3,7.5,1.9,2.3,3,dummy
202311230611,H000006,パーケットロード,6,6,J004,中村一郎,T006,加藤厩舎,6,牡,57.0,488,-3,9.2,2.1,2.7,4,dummy
202311230611,H000007,プレースラベル,7,7,J005,木村葵,T007,斎藤厩舎,7,セ,58.0,496,-2,10.9,2.4,3.2,5,dummy
202311230611,H000008,フューチャーライン,8,8,J006,山本光,T008,森厩舎,3,牝,55.0,504,-1,12.6,2.6,3.0,6,dummy
202311240612,H000001,サンプルスター,1,1,J008,井上遥,T001,山田厩舎,7,牡,56.0,450,0,16.2,3.1,3.9,8,dummy
202311240612,H000002,テストランナー,2,2,J001,田中太郎,T002,佐藤厩舎,3,牝,57.0,458,1,4.3,1.4,2.0,1,dummy
202311240612,H000003,ダミーブレイブ,3,3,J002,鈴木花子,T003,高橋厩舎,4,牡,58.0,466,2,6.0,1.6,2.4,2,dummy
202311240612,H000004,ヒストリーゲイト,4,4,J003,高橋次郎,T004,伊藤厩舎,5,牡,55.0,474,3,7.7,1.9,2.3,3,dummy
202311240612,H000005,コアメモリー,5,5,J004,中村一郎,T005,小林厩舎,6,牝,56.0,482,-3,9.4,2.1,2.7,4,dummy
202311240612,H000006,パーケットロード,6,6,J005,木村葵,T006,加藤厩舎,7,牡,57.0,490,-2,11.1,2.4,3.2,5,dummy
202311240612,H000007,プレースラベル,7,7,J006,山本光,T007,斎藤厩舎,3,セ,58.0,498,-1,12.8,2.6,3.0,6,dummy
